campaign_name,start_date,end_date,budget,roi,type,target_audience,channel,conversion_rate,revenue,campaign_duration,net_profit,start_month,start_month_name,start_quarter,start_year,end_month,end_month_name,end_quarter,end_year,start_day_of_week,campaign_quarter,revenue_category,roi_performance,budget_category,conversion_performance,profit_margin,revenue_per_day,is_profitable,is_high_performing,is_holiday_campaign,is_long_campaign,is_digital,cost_per_conversion
Seamless directional Graphic Interface,2022-08-27,2023-12-08,89833.97,0.6,email,B2C,promotion,0.42,533309.75,468,443475.78,8,August,3,2022,12,December,4,2023,Saturday,3Q2022,medium revenue,Alto,high budget,Media,0.8315538577721484,1139.5507478632478,1,1,0,1,0,2138.9040476190476
Innovative 4thgeneration protocol,2022-08-16,2024-01-24,78857.26,0.15,webinar,B2C,promotion,0.74,899416.78,526,820559.52,8,August,3,2022,1,January,1,2024,Tuesday,3Q2022,high revenue,Muy bajo,high budget,Alta,0.9123240062299037,1709.9178326996198,1,0,0,1,0,1065.6386486486485
Cross-group radical definition,2023-04-24,2024-04-01,42878.1,0.48,webinar,B2C,organic,0.66,236497.1,343,193619.0,4,April,2,2023,4,April,2,2024,Monday,2Q2023,low revenue,Medio,medium budget,Alta,0.818695028395697,689.4959183673469,1,0,0,0,1,649.6681818181818
Automated client-server contingency,2022-11-30,2023-12-20,27483.74,0.8,social media,B2B,organic,0.38,138657.81,385,111174.06999999999,11,November,4,2022,12,December,4,2023,Wednesday,4Q2022,low revenue,Muy alto,low budget,Media,0.8017872920393017,360.15015584415585,1,1,1,1,1,723.2563157894738
Enterprise-wide tangible secured line,2023-07-04,2024-05-30,32993.61,0.4,email,B2B,promotion,0.9,15015.31,331,-17978.300000000003,7,July,3,2023,5,May,2,2024,Tuesday,3Q2023,low revenue,Medio,medium budget,Muy alta,-1.1973312572301207,45.36347432024169,1,0,0,0,0,366.59566666666666
Open-architected transitional framework,2022-10-02,2023-12-15,2568.1,0.44,podcast,B2C,organic,0.26,189403.95,439,186835.85,10,October,4,2022,12,December,4,2023,Sunday,4Q2022,low revenue,Medio,low budget,Baja,0.986441148666646,431.4440774487472,1,0,0,1,1,98.77307692307691
Networked motivating Graphic Interface,2022-08-06,2024-04-23,9689.82,0.23,podcast,B2C,referral,0.31,570403.72,626,560713.9,8,August,3,2022,4,April,2,2024,Saturday,3Q2022,medium revenue,Bajo,low budget,Media,0.983012347815684,911.1880511182109,1,0,0,1,0,312.5748387096774
Balanced impactful collaboration,2022-09-07,2024-03-24,48068.29,0.96,social media,B2C,organic,0.13,749632.31,564,701564.02,9,September,3,2022,3,March,1,2024,Wednesday,3Q2022,high revenue,Muy alto,medium budget,Baja,0.9358775104023997,1329.13530141844,1,1,0,1,1,3697.5607692307694
Phased clear-thinking matrix,2022-12-28,2024-06-24,41572.75,0.88,webinar,B2B,paid,0.4,745526.31,544,703953.56,12,December,4,2022,6,June,2,2024,Wednesday,4Q2022,high revenue,Muy alto,medium budget,Media,0.9442370451017349,1370.4527757352942,1,1,1,1,1,1039.31875
Multi-channeled hybrid workforce,2022-12-27,2023-09-12,54998.51,0.46,email,B2B,promotion,0.44,328378.21,259,273379.7,12,December,4,2022,9,September,3,2023,Tuesday,4Q2022,low revenue,Medio,high budget,Media,0.8325147396351299,1267.8695366795368,1,0,1,0,0,1249.9661363636365
Up-sized dedicated workforce,2022-09-13,2024-05-21,26043.99,0.28,email,B2C,organic,0.25,990541.8,616,964497.81,9,September,3,2022,5,May,2,2024,Tuesday,3Q2022,high revenue,Bajo,low budget,Baja,0.9737073286558932,1608.0224025974026,1,0,0,1,1,1041.7596
Focused tangible array,2022-12-20,2024-03-10,24633.17,0.52,podcast,B2B,referral,0.45,477094.47,446,452461.3,12,December,4,2022,3,March,1,2024,Tuesday,4Q2022,medium revenue,Medio,low budget,Media,0.948368359834479,1069.7185426008969,1,1,1,1,0,547.4037777777777
Organized heuristic customer loyalty,2022-08-14,2023-08-07,56844.8,0.17,email,B2B,referral,0.45,213233.35,358,156388.55,8,August,3,2022,8,August,3,2023,Sunday,3Q2022,low revenue,Muy bajo,high budget,Media,0.7334150591359184,595.6238826815643,1,0,0,0,0,1263.2177777777779
Implemented radical array,2022-08-09,2024-02-11,50192.71,0.74,email,B2B,organic,0.13,579337.15,551,529144.4400000001,8,August,3,2022,2,February,1,2024,Tuesday,3Q2022,medium revenue,Alto,high budget,Baja,0.913361830844095,1051.4285843920145,1,1,0,1,1,3860.9776923076925
Reactive even-keeled hardware,2023-04-20,2024-06-24,86585.56,0.62,email,B2B,organic,0.94,343542.86,431,256957.3,4,April,2,2023,6,June,2,2024,Thursday,2Q2023,low revenue,Alto,high budget,Muy alta,0.7479628597142144,797.0832018561484,1,1,0,1,1,921.1229787234042
Implemented logistical architecture,2023-07-20,2024-04-06,15386.79,0.23,webinar,B2B,organic,0.98,973522.31,261,958135.52,7,July,3,2023,4,April,2,2024,Thursday,3Q2023,high revenue,Bajo,low budget,Muy alta,0.9841947227691166,3729.9705363984676,1,0,0,0,1,157.0080612244898
Team-oriented intermediate matrices,2023-05-31,2024-01-04,56098.87,0.74,webinar,B2C,organic,0.53,693941.43,218,637842.56,5,May,2,2023,1,January,1,2024,Wednesday,2Q2023,high revenue,Alto,high budget,Media,0.9191590708166826,3183.21756880734,1,1,0,0,1,1058.4692452830188
Operative optimizing firmware,2023-04-06,2024-06-20,86427.37,0.16,webinar,B2B,organic,0.69,615345.97,441,528918.6,4,April,2,2023,6,June,2,2024,Thursday,2Q2023,medium revenue,Muy bajo,high budget,Alta,0.8595467034585438,1395.342335600907,1,0,0,1,1,1252.5705797101448
Cloned system-worthy project,2023-05-11,2023-11-30,12214.82,0.36,email,B2B,organic,0.46,553547.53,203,541332.7100000001,5,May,2,2023,11,November,4,2023,Thursday,2Q2023,medium revenue,Bajo,low budget,Media,0.9779335660661336,2726.8351231527095,1,0,0,0,1,265.53956521739127
Versatile regional capability,2022-09-26,2023-09-19,83088.32,0.14,email,B2C,paid,0.8,564579.89,358,481491.57,9,September,3,2022,9,September,3,2023,Monday,3Q2022,medium revenue,Muy bajo,high budget,Alta,0.8528315983766266,1577.0387988826817,1,0,0,0,1,1038.604
De-engineered static standardization,2022-11-22,2023-10-21,80176.5,0.46,email,B2C,promotion,0.11,24198.61,333,-55977.89,11,November,4,2022,10,October,4,2023,Tuesday,4Q2022,low revenue,Medio,high budget,Baja,-2.3132688199859412,72.6684984984985,1,0,1,0,0,7288.772727272727
Total bi-directional attitude,2023-04-25,2024-06-12,11441.68,0.51,podcast,B2B,promotion,0.39,831009.89,414,819568.21,4,April,2,2023,6,June,2,2024,Tuesday,2Q2023,high revenue,Medio,low budget,Media,0.9862315958718614,2007.2702657004832,1,1,0,1,0,293.3764102564103
Progressive non-volatile service-desk,2022-09-20,2024-06-10,48365.23,0.67,webinar,B2C,organic,0.67,340157.74,629,291792.51,9,September,3,2022,6,June,2,2024,Tuesday,3Q2022,low revenue,Alto,medium budget,Alta,0.8578152888715689,540.791319554849,1,1,0,1,1,721.869104477612
Business-focused needs-based synergy,2023-06-20,2023-09-12,86182.78,0.29,webinar,B2B,promotion,0.12,761650.71,84,675467.9299999999,6,June,2,2023,9,September,3,2023,Tuesday,2Q2023,high revenue,Bajo,high budget,Baja,0.8868473712838789,9067.270357142857,1,0,0,0,0,7181.8983333333335
Optional holistic Graphical User Interface,2023-04-15,2024-06-10,87937.87,0.75,social media,B2B,promotion,0.96,186429.38,422,98491.51000000001,4,April,2,2023,6,June,2,2024,Saturday,2Q2023,low revenue,Alto,high budget,Muy alta,0.5283046588472268,441.77578199052135,1,1,0,1,0,916.0194791666667
Grass-roots bottom-line strategy,2023-04-23,2023-08-09,13932.94,0.48,webinar,B2C,promotion,0.21,737381.8,108,723448.8600000001,4,April,2,2023,8,August,3,2023,Sunday,2Q2023,high revenue,Medio,low budget,Baja,0.9811048496179321,6827.6092592592595,1,0,0,0,0,663.4733333333334
Quality-focused fault-tolerant secured line,2023-02-01,2023-08-02,8324.3,0.68,webinar,B2C,promotion,0.76,875993.48,182,867669.1799999999,2,February,1,2023,8,August,3,2023,Wednesday,1Q2023,high revenue,Alto,low budget,Alta,0.9904973037013928,4813.150989010989,1,1,0,0,0,109.53026315789472
Secured solution-oriented application,2022-09-12,2024-02-22,10216.93,0.24,social media,B2B,organic,0.12,597726.39,528,587509.46,9,September,3,2022,2,February,1,2024,Monday,3Q2022,medium revenue,Bajo,low budget,Baja,0.9829070120193287,1132.0575568181819,1,0,0,1,1,851.4108333333334
Multi-tiered executive task-force,2023-02-18,2024-03-24,73598.13,0.43,email,B2C,promotion,0.45,508514.45,400,434916.32,2,February,1,2023,3,March,1,2024,Saturday,1Q2023,medium revenue,Medio,high budget,Media,0.8552683606139413,1271.286125,1,0,0,1,0,1635.5140000000001
Focused empowering superstructure,2023-02-05,2024-05-26,39103.33,0.81,webinar,B2C,promotion,0.55,503191.26,476,464087.93,2,February,1,2023,5,May,2,2024,Sunday,1Q2023,medium revenue,Muy alto,medium budget,Media,0.9222893299060878,1057.1244957983195,1,1,0,1,0,710.9696363636363
Reverse-engineered motivating algorithm,2023-01-28,2024-03-23,5833.99,0.34,webinar,B2C,promotion,0.65,181824.5,420,175990.51,1,January,1,2023,3,March,1,2024,Saturday,1Q2023,low revenue,Bajo,low budget,Alta,0.9679141699825932,432.91547619047617,1,0,1,1,0,89.7536923076923
Configurable attitude-oriented throughput,2023-01-14,2024-07-17,60899.96,0.89,podcast,B2C,promotion,0.3,511916.8,550,451016.83999999997,1,January,1,2023,7,July,3,2024,Saturday,1Q2023,medium revenue,Muy alto,high budget,Media,0.881035433883006,930.7578181818182,1,1,1,1,0,2029.9986666666666
Expanded neutral extranet,2023-06-16,2023-12-07,40596.83,0.94,podcast,B2B,promotion,0.22,794415.14,174,753818.31,6,June,2,2023,12,December,4,2023,Friday,2Q2023,high revenue,Muy alto,medium budget,Baja,0.9488972100909356,4565.604252873563,1,1,0,0,0,1845.3104545454546
Reduced attitude-oriented task-force,2022-12-03,2023-12-24,25337.54,0.88,social media,B2C,promotion,0.17,569047.55,386,543710.01,12,December,4,2022,12,December,4,2023,Saturday,4Q2022,medium revenue,Muy alto,low budget,Baja,0.955473773676734,1474.2164507772022,1,1,1,1,0,1490.4435294117648
Focused logistical projection,2022-09-15,2023-10-18,93064.34,0.53,webinar,B2C,promotion,0.6,783632.31,398,690567.9700000001,9,September,3,2022,10,October,4,2023,Thursday,3Q2022,high revenue,Medio,high budget,Alta,0.8812397870628893,1968.9254020100504,1,1,0,1,0,1551.0723333333333
Proactive asymmetric time-frame,2023-01-15,2024-03-24,75609.64,0.43,webinar,B2C,promotion,0.84,579392.35,434,503782.70999999996,1,January,1,2023,3,March,1,2024,Sunday,1Q2023,medium revenue,Medio,high budget,Alta,0.8695018323938865,1335.0054147465437,1,0,1,1,0,900.1147619047618
Inverse systematic productivity,2023-05-08,2024-07-20,21939.98,0.1,email,B2C,promotion,0.55,52042.32,439,30102.34,5,May,2,2023,7,July,3,2024,Monday,2Q2023,low revenue,Muy bajo,low budget,Media,0.5784204086212913,118.54742596810934,1,0,0,1,0,398.9087272727272
Optional coherent moratorium,2022-09-17,2023-11-24,89036.76,0.76,podcast,B2B,organic,0.44,917084.93,433,828048.17,9,September,3,2022,11,November,4,2023,Saturday,3Q2022,high revenue,Alto,high budget,Media,0.9029132885217076,2117.979053117783,1,1,0,1,1,2023.5627272727272
Expanded upward-trending conglomeration,2023-02-04,2024-06-01,31126.7,0.76,podcast,B2C,organic,0.37,899936.24,483,868809.54,2,February,1,2023,6,June,2,2024,Saturday,1Q2023,high revenue,Alto,medium budget,Media,0.9654123274333302,1863.2220289855072,1,1,0,1,1,841.2621621621622
Compatible clear-thinking array,2022-08-17,2024-04-21,51825.62,0.6,webinar,B2B,promotion,0.49,891145.72,613,839320.1,8,August,3,2022,4,April,2,2024,Wednesday,3Q2022,high revenue,Alto,high budget,Media,0.9418438322298176,1453.7450570962478,1,1,0,1,0,1057.6657142857143
Universal 4thgeneration framework,2023-04-25,2023-12-22,71516.9,0.2,email,B2C,organic,0.72,857045.98,241,785529.08,4,April,2,2023,12,December,4,2023,Tuesday,2Q2023,high revenue,Bajo,high budget,Alta,0.9165541853425413,3556.2073858921162,1,0,0,0,1,993.2902777777776
Persevering motivating benchmark,2023-07-02,2023-09-18,95735.11,0.49,social media,B2C,promotion,0.24,369103.26,78,273368.15,7,July,3,2023,9,September,3,2023,Sunday,3Q2023,low revenue,Medio,high budget,Baja,0.7406278394831842,4732.093076923077,1,0,0,0,0,3988.962916666667
Object-based content-based ability,2022-10-12,2023-12-20,26262.29,0.67,webinar,B2C,organic,0.77,415891.1,434,389628.81,10,October,4,2022,12,December,4,2023,Wednesday,4Q2022,medium revenue,Alto,low budget,Alta,0.9368529646342516,958.2744239631336,1,1,0,1,1,341.0687012987013
Innovative logistical interface,2023-03-05,2023-10-25,99579.39,0.1,social media,B2C,organic,0.28,758121.44,234,658542.0499999999,3,March,1,2023,10,October,4,2023,Sunday,1Q2023,high revenue,Muy bajo,high budget,Baja,0.8686498168420088,3239.8352136752133,1,0,0,0,1,3556.4067857142854
De-engineered impactful policy,2022-09-04,2024-06-11,35965.37,0.21,podcast,B2C,paid,0.77,574345.65,646,538380.28,9,September,3,2022,6,June,2,2024,Sunday,3Q2022,medium revenue,Bajo,medium budget,Alta,0.9373802691811107,889.0799535603716,1,0,0,1,1,467.0827272727273
Integrated contextually-based parallelism,2022-08-19,2024-06-02,47201.38,0.58,webinar,B2C,organic,0.67,402603.75,653,355402.37,8,August,3,2022,6,June,2,2024,Friday,3Q2022,medium revenue,Medio,medium budget,Alta,0.8827597110061692,616.5447932618683,1,1,0,1,1,704.4982089552238
Innovative mission-critical firmware,2023-04-10,2023-09-10,66401.2,0.71,email,B2C,promotion,0.91,419378.34,153,352977.14,4,April,2,2023,9,September,3,2023,Monday,2Q2023,medium revenue,Alto,high budget,Muy alta,0.8416675501171568,2741.0349019607843,1,1,0,0,0,729.6835164835164
Advanced clear-thinking Graphical User Interface,2023-01-21,2024-05-19,69533.11,0.72,webinar,B2C,promotion,0.59,791308.71,484,721775.6,1,January,1,2023,5,May,2,2024,Saturday,1Q2023,high revenue,Alto,high budget,Media,0.9121289717637507,1634.9353512396694,1,1,1,1,0,1178.5272881355932
Reactive tangible access,2022-09-09,2024-05-14,73328.31,0.18,webinar,B2B,organic,0.92,149637.56,613,76309.25,9,September,3,2022,5,May,2,2024,Friday,3Q2022,low revenue,Muy bajo,high budget,Muy alta,0.5099605339728875,244.1069494290375,1,0,0,1,1,797.046847826087
Versatile systemic challenge,2023-02-02,2023-12-28,50036.8,0.27,social media,B2B,promotion,0.45,578349.16,329,528312.36,2,February,1,2023,12,December,4,2023,Thursday,1Q2023,medium revenue,Bajo,high budget,Media,0.9134834050766149,1757.9001823708209,1,0,0,0,0,1111.9288888888889
Switchable value-added portal,2022-09-10,2023-09-16,24555.69,0.78,email,B2B,referral,0.19,542272.5,371,517716.81,9,September,3,2022,9,September,3,2023,Saturday,3Q2022,medium revenue,Alto,low budget,Baja,0.9547170656819219,1461.6509433962265,1,1,0,1,0,1292.4047368421052
Up-sized well-modulated support,2022-09-11,2024-06-06,83793.28,0.45,webinar,B2C,paid,0.97,927525.79,634,843732.51,9,September,3,2022,6,June,2,2024,Sunday,3Q2022,high revenue,Medio,high budget,Muy alta,0.9096593529760504,1462.9744321766561,1,0,0,1,1,863.8482474226804
Secured asymmetric focus group,2023-03-17,2023-10-05,20492.32,0.34,social media,B2C,paid,0.43,293207.54,202,272715.22,3,March,1,2023,10,October,4,2023,Friday,1Q2023,low revenue,Bajo,low budget,Media,0.9301098464248224,1451.5224752475247,1,0,0,0,1,476.56558139534883
Down-sized 6thgeneration methodology,2023-05-26,2023-12-14,84057.89,0.17,podcast,B2B,paid,0.69,574894.6,202,490836.70999999996,5,May,2,2023,12,December,4,2023,Friday,2Q2023,medium revenue,Muy bajo,high budget,Alta,0.8537855634754614,2846.0128712871287,1,0,0,0,1,1218.2302898550724
Upgradable next generation knowledge user,2023-02-14,2023-09-01,44021.7,0.88,webinar,B2B,promotion,0.71,268456.4,199,224434.7,2,February,1,2023,9,September,3,2023,Tuesday,1Q2023,low revenue,Muy alto,medium budget,Alta,0.8360191822582735,1349.0271356783921,1,1,0,0,0,620.0239436619718
Reverse-engineered regional data-warehouse,2022-11-10,2024-05-06,72633.75,0.42,email,B2C,referral,0.19,46016.24,543,-26617.510000000002,11,November,4,2022,5,May,2,2024,Thursday,4Q2022,low revenue,Medio,high budget,Baja,-0.5784373082198807,84.74445672191528,1,0,1,1,0,3822.8289473684213
Implemented 4thgeneration open system,2022-12-30,2024-05-12,42103.6,0.66,webinar,B2C,organic,0.84,789172.99,499,747069.39,12,December,4,2022,5,May,2,2024,Friday,4Q2022,high revenue,Alto,medium budget,Alta,0.9466484528316156,1581.5089979959919,1,1,1,1,1,501.2333333333333
Progressive motivating array,2023-02-18,2024-01-18,30951.13,0.99,email,B2C,referral,0.25,576624.43,334,545673.3,2,February,1,2023,1,January,1,2024,Saturday,1Q2023,medium revenue,Muy alto,medium budget,Baja,0.9463235888219305,1726.4204491017965,1,1,0,0,0,1238.0452
Visionary client-driven pricing structure,2022-09-11,2024-07-29,4675.43,0.68,social media,B2B,paid,0.5,641884.2,687,637208.7699999999,9,September,3,2022,7,July,3,2024,Sunday,3Q2022,medium revenue,Alto,low budget,Media,0.9927160849262218,934.3292576419213,1,1,0,1,1,93.5086
Pre-emptive mission-critical matrices,2022-08-30,2023-11-19,55342.0,0.19,email,B2C,organic,0.9,350758.89,446,295416.89,8,August,3,2022,11,November,4,2023,Tuesday,3Q2022,low revenue,Muy bajo,high budget,Muy alta,0.8422221030520424,786.4549103139013,1,0,0,1,1,614.9111111111112
Triple-buffered high-level neural-net,2022-11-01,2024-06-05,83667.24,0.25,social media,B2B,organic,0.0,460534.5,582,376867.26,11,November,4,2022,6,June,2,2024,Tuesday,4Q2022,medium revenue,Bajo,high budget,Baja,0.8183257931816184,791.2963917525773,1,0,1,1,1,0.0
Managed actuating open architecture,2022-12-30,2023-11-02,69912.37,0.71,email,B2C,promotion,0.24,325212.98,307,255300.61,12,December,4,2022,11,November,4,2023,Friday,4Q2022,low revenue,Alto,high budget,Baja,0.7850258928779534,1059.325667752443,1,1,1,0,0,2913.0154166666666
Visionary composite task-force,2022-10-22,2024-07-30,68203.64,0.74,email,B2B,organic,0.56,931667.61,647,863463.97,10,October,4,2022,7,July,3,2024,Saturday,4Q2022,high revenue,Alto,high budget,Media,0.9267940204554282,1439.9808500772797,1,1,0,1,1,1217.9221428571427
Ergonomic fresh-thinking customer loyalty,2022-08-28,2024-05-20,53848.51,0.27,email,B2B,organic,0.98,940582.98,631,886734.47,8,August,3,2022,5,May,2,2024,Sunday,3Q2022,high revenue,Bajo,high budget,Muy alta,0.9427498571152116,1490.622789223455,1,0,0,1,1,549.4745918367347
Enterprise-wide didactic instruction set,2022-11-11,2023-10-05,2339.3,0.25,social media,B2B,organic,0.73,197904.55,328,195565.25,11,November,4,2022,10,October,4,2023,Friday,4Q2022,low revenue,Bajo,low budget,Alta,0.9881796552934231,603.3675304878049,1,0,1,0,1,32.04520547945206
Decentralized client-driven adapter,2023-01-08,2024-03-18,85162.21,0.12,webinar,B2C,promotion,0.9,547794.76,435,462632.55,1,January,1,2023,3,March,1,2024,Sunday,1Q2023,medium revenue,Muy bajo,high budget,Muy alta,0.8445362821652401,1259.2982988505748,1,0,1,1,0,946.2467777777779
Cross-platform transitional interface,2022-08-05,2023-09-23,57412.53,0.66,webinar,B2C,paid,0.2,540285.9,414,482873.37,8,August,3,2022,9,September,3,2023,Friday,3Q2022,medium revenue,Alto,high budget,Baja,0.8937367604818115,1305.0384057971014,1,1,0,1,1,2870.6265
Universal transitional moderator,2023-05-04,2024-07-22,17051.21,0.72,social media,B2B,promotion,0.22,572556.5,445,555505.29,5,May,2,2023,7,July,3,2024,Thursday,2Q2023,medium revenue,Alto,low budget,Baja,0.9702191661434287,1286.643820224719,1,1,0,1,0,775.055
Universal composite open system,2023-03-02,2024-01-13,20606.52,0.12,webinar,B2B,organic,0.42,346919.49,317,326312.97,3,March,1,2023,1,January,1,2024,Thursday,1Q2023,low revenue,Muy bajo,low budget,Media,0.9406014346441014,1094.3832492113565,1,0,0,0,1,490.63142857142856
Public-key human-resource product,2022-11-11,2024-07-23,18637.27,0.25,podcast,B2B,paid,0.16,105353.85,620,86716.58,11,November,4,2022,7,July,3,2024,Friday,4Q2022,low revenue,Bajo,low budget,Baja,0.8230983490399258,169.92556451612904,1,0,1,1,1,1164.829375
Secured background encryption,2022-09-22,2023-12-18,57858.79,0.1,email,B2B,referral,0.16,755718.77,452,697859.98,9,September,3,2022,12,December,4,2023,Thursday,3Q2022,high revenue,Muy bajo,high budget,Baja,0.9234387284042184,1671.9441814159293,1,0,0,1,0,3616.174375
Implemented content-based contingency,2023-07-18,2023-09-05,9933.82,0.4,email,B2C,promotion,0.35,286921.83,49,276988.01,7,July,3,2023,9,September,3,2023,Tuesday,3Q2023,low revenue,Medio,low budget,Media,0.9653779567765897,5855.547551020409,1,0,0,0,0,283.82342857142856
